sgd_id	gene_id	gene_symbol	gene_name	gene_alias	chr	type
S000001633	YKL150W	MCR1	Mitochondrial NADH-Cytochrome b5 Reductase	cytochrome-b5 reductase	chrXI	ORF
S000001634	YKL151C	NNR2	Nicotinamide Nucleotide Repair	NADHX dehydratase	chrXI	ORF
S000001635	YKL152C	GPM1	Glycerate PhosphoMutase	phosphoglycerate mutase GPM1	chrXI	ORF
S000001636	YKL153W				chrXI	ORF
S000001637	YKL154W	SRP102	Signal Recognition Particle	Signal recognition particle receptor subunit beta	chrXI	ORF
S000001638	YKL155C	RSM22	Ribosomal Small subunit of Mitochondria	tRNA methyltransferase RSM22	chrXI	ORF
S000001639	YKL156W	RPS27A	Ribosomal Protein of the Small subunit	eS27|ribosomal 40S subunit protein S27A|rp61|S27A|S27e|YS20	chrXI	ORF
S000001640	YKL157W	APE2	AminoPEptidase	LAP1|metallo-aminopeptidase|YKL158W	chrXI	ORF
S000001642	YKL159C	RCN1	Regulator of CalciNeurin		chrXI	ORF
S000001643	YKL160W	ELF1	ELongation Factor		chrXI	ORF
S000001644	YKL161C	KDX1	Kinase Dead X-talker	MLP1|putative protein kinase KDX1	chrXI	ORF
S000001645	YKL162C			type II protein arginine methyltransferase	chrXI	ORF
S000001646	YKL163W	PIR3	Protein containing Internal Repeats	beta-1,3-glucan linked protein|CCW8	chrXI	ORF
S000001647	YKL164C	PIR1	Protein containing Internal Repeats	beta-1,3-glucan linked protein|CCW6	chrXI	ORF
S000001648	YKL165C	MCD4	Morphogenesis Checkpoint Dependent	FSR2|mannose-ethanolamine phosphotransferase MCD4|SSU21|ZRG16	chrXI	ORF
S000001649	YKL166C	TPK3	Takashi's Protein Kinase	cAMP-dependent protein kinase catalytic subunit TPK3	chrXI	ORF
S000001650	YKL167C	MRP49	Mitochondrial Ribosomal Protein	mitochondrial 54S ribosomal protein MRP49|mL61	chrXI	ORF
S000001651	YKL168C	KKQ8		putative serine/threonine protein kinase KKQ8	chrXI	ORF
S000001652	YKL169C				chrXI	ORF
S000001653	YKL170W	MRPL38	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL38/YmL34|MRPL34|uL14m|YmL34|YmL38	chrXI	ORF
S000001654	YKL171W	NNK1	Nitrogen Network Kinase	protein kinase NNK1	chrXI	ORF
S000001655	YKL172W	EBP2	EBNA1-binding protein (homolog)		chrXI	ORF
S000001656	YKL173W	SNU114	Small NUclear ribonucleoprotein associated	GIN10|U5 snRNP GTPase SNU114	chrXI	ORF
S000001657	YKL174C	TPO5	Transporter of POlyamines		chrXI	ORF
S000001658	YKL175W	ZRT3	Zinc-Regulated Transporter	Zn(2+) transporter ZRT3	chrXI	ORF
S000001659	YKL176C	LST4	Lethal with Sec Thirteen		chrXI	ORF
S000001660	YKL177W				chrXI	ORF
S000001661	YKL178C	STE3	STErile	DAF2	chrXI	ORF
S000001662	YKL179C	COY1	CASP Of Yeast		chrXI	ORF
S000001663	YKL180W	RPL17A	Ribosomal Protein of the Large subunit	L17A|L20A|L22|ribosomal 60S subunit protein L17A|RPL17|uL22|YL17	chrXI	ORF
S000001664	YKL181W	PRS1	PhosphoRibosylpyrophosphate Synthetase	PRP1|ribose phosphate diphosphokinase subunit PRS1	chrXI	ORF
S000001665	YKL182W	FAS1	Fatty Acid Synthetase	tetrafunctional fatty acid synthase subunit FAS1	chrXI	ORF
S000001666	YKL183W	LOT5	LOw Temperature-responsive		chrXI	ORF
S000001667	YKL184W	SPE1	SPErmidine auxotroph	ORD1|ornithine decarboxylase SPE1|SPE10	chrXI	ORF
S000001668	YKL185W	ASH1	Asymmetric Synthesis of HO	DNA-binding transcription repressor ASH1	chrXI	ORF
S000001669	YKL186C	MTR2	Mrna TRansport		chrXI	ORF
S000001670	YKL187C	FAT3	FATty acid transporter		chrXI	ORF
S000001671	YKL188C	PXA2	PeroXisomal ABC-transporter	ATP-binding cassette long-chain fatty acid transporter PXA2|PAT1	chrXI	ORF
S000001672	YKL189W	HYM1			chrXI	ORF
S000001673	YKL190W	CNB1	CalciNeurin subunit B	calcineurin regulatory subunit B|CRV1|YCN2	chrXI	ORF
S000001674	YKL191W	DPH2	DiPHthamide	2-(3-amino-3-carboxypropyl)histidine synthase	chrXI	ORF
S000001675	YKL192C	ACP1	Acyl Carrier Protein	acyl carrier protein	chrXI	ORF
S000001676	YKL193C	SDS22	homolog of S. pombe SDS22	EGP1|type 1 protein phosphatase-activating protein SDS22	chrXI	ORF
S000001677	YKL194C	MST1	Mitochondrial aminoacyl-tRNA Synthetase, Threonine	threonine--tRNA ligase MST1	chrXI	ORF
S000001678	YKL195W	MIA40	Mitochondrial intermembrane space Import and Assembly	FMP15|TIM40	chrXI	ORF
S000001679	YKL196C	YKT6		palmitoyltransferase YKT6	chrXI	ORF
S000001680	YKL197C	PEX1	PEroXin	AAA family ATPase peroxin 1|PAS1	chrXI	ORF
S000001681	YKL198C	PTK1	Putative serine/Threonine protein Kinase	KKT8|POT1|putative serine/threonine protein kinase PTK1|STK1|YKL199C|YKT9	chrXI	ORF
S000001684	YKL201C	MNN4	MaNNosyltransferase	YKL200C	chrXI	ORF
S000001685	YKL202W				chrXI	ORF
S000001686	YKL203C	TOR2	Target Of Rapamycin	DRR2|phosphatidylinositol kinase-related protein kinase TOR2	chrXI	ORF
S000001687	YKL204W	EAP1	EIF4E-Associated Protein		chrXI	ORF
S000001688	YKL205W	LOS1	Loss Of Suppression	Ran GTPase-binding protein LOS1	chrXI	ORF
S000001689	YKL206C	ADD66	Alpha1-proteinase inhibitor-Degradation Deficient	PBA2|POC2	chrXI	ORF
S000001690	YKL207W	EMC3	ER Membrane protein Complex	AIM27|LRC3	chrXI	ORF
S000001691	YKL208W	CBT1	Cytochrome B Termination	SOC1	chrXI	ORF
S000001692	YKL209C	STE6	STErile	ATP-binding cassette a-factor transporter STE6	chrXI	ORF
S000001693	YKL210W	UBA1	UBiquitin Activating	E1 ubiquitin-activating protein UBA1	chrXI	ORF
S000001694	YKL211C	TRP3	TRyPtophan	bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase	chrXI	ORF
S000001695	YKL212W	SAC1	Suppressor of ACtin	phosphatidylinositol-3-phosphatase SAC1|RSD1	chrXI	ORF
S000001696	YKL213C	DOA1	Degradation Of Alpha	UFD3|ZZZ4	chrXI	ORF
S000001697	YKL214C	YRA2	Yeast RNA Annealing protein		chrXI	ORF
S000001698	YKL215C	OXP1	OXoProlinase	5-oxoprolinase	chrXI	ORF
S000001699	YKL216W	URA1	URAcil requiring	dihydroorotate dehydrogenase	chrXI	ORF
S000001700	YKL217W	JEN1		monocarboxylate/H+ symporter	chrXI	ORF
S000001701	YKL218C	SRY1	Serine Racemase of Yeast	threo-3-hydroxy-L-aspartate ammonia-lyase SRY1	chrXI	ORF
S000001702	YKL219W	COS9	COnserved Sequence		chrXI	ORF
S000001703	YKL220C	FRE2	Ferric REductase	ferric/cupric-chelate reductase	chrXI	ORF
S000001704	YKL221W	MCH2	MonoCarboxylate permease Homologue		chrXI	ORF
S000001705	YKL222C				chrXI	ORF
S000001706	YKL223W				chrXI	ORF
S000001707	YKL224C	PAU16	seriPAUperin	seripauperin PAU16	chrXI	ORF
S000001708	YKL225W				chrXI	ORF
S000001709	YKR001C	VPS1	Vacuolar Protein Sorting	dynamin-like GTPase VPS1|GRD1|LAM1|SPO15|VPL1|VPT26	chrXI	ORF
S000001710	YKR002W	PAP1	Poly(A) Polymerase	polynucleotide adenylyltransferase PAP1	chrXI	ORF
S000001711	YKR003W	OSH6	OxySterol binding protein Homolog	oxysterol-binding protein OSH6	chrXI	ORF
S000001712	YKR004C	ECM9	ExtraCellular Mutant	YKR004C-A	chrXI	ORF
S000001713	YKR005C				chrXI	ORF
S000001714	YKR006C	MRPL13	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL13|mL50|YK105|YmL13	chrXI	ORF
S000001715	YKR007W	MEH1	Multicopy suppressor of Ers1 Hygromycin B sensitivity	EGO1|GSE2	chrXI	ORF
S000001716	YKR008W	RSC4	Remodel the Structure of Chromatin		chrXI	ORF
S000001717	YKR009C	FOX2	Fatty acid OXidation	bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase FOX2|POX2	chrXI	ORF
S000001718	YKR010C	TOF2	TOpoisomerase I-interacting Factor		chrXI	ORF
S000001719	YKR011C	FPT1	Factor in the Proteome of TDNAs	chromatin-associated RNAPIII regulator FPT1|TOS5	chrXI	ORF
S000001720	YKR012C				chrXI	ORF
S000001721	YKR013W	PRY2	Pathogen Related in Yeast	sterol-binding protein|YFW12	chrXI	ORF
S000001722	YKR014C	YPT52	Yeast Protein Two	Rab family GTPase YPT52	chrXI	ORF
S000001723	YKR015C				chrXI	ORF
S000001724	YKR016W	MIC60	MItochondrial contact site and Cristae organizing system	AIM28|FCJ1|FMP13	chrXI	ORF
S000001725	YKR017C	HEL1	Histone E3 Ligase	E3 ubiquitin-protein ligase HEL1	chrXI	ORF
S000001726	YKR018C				chrXI	ORF
S000001727	YKR019C	IRS4	Increased rDNA Silencing		chrXI	ORF
S000001728	YKR020W	VPS51	Vacuolar Protein Sorting	API3|VPS67|WHI6	chrXI	ORF
S000001729	YKR021W	ALY1	Arrestin-Like Yeast protein	ART6	chrXI	ORF
S000001730	YKR022C	NTR2	NineTeen complex Related protein		chrXI	ORF
S000001731	YKR023W	RQT4	Ribosome-Quality control Trigger factor		chrXI	ORF
S000001732	YKR024C	DBP7	Dead Box Protein	putative ATP-dependent RNA helicase	chrXI	ORF
S000001733	YKR025W	RPC37	RNA Polymerase C	C37|DNA-directed RNA polymerase III subunit C37	chrXI	ORF
S000001734	YKR026C	GCN3	General Control Nonderepressible	AAS2|eIF2Bα|translation initiation factor eIF2B subunit alpha	chrXI	ORF
S000001735	YKR027W	BCH2	Bud7 and Chs6 Homolog	FMP50	chrXI	ORF
S000001736	YKR028W	SAP190	Sit4 Associated Protein		chrXI	ORF
S000001737	YKR029C	SET3	SET domain-containing	histone-binding protein SET3	chrXI	ORF
S000001738	YKR030W	GMH1	Gea1-6 Membrane-associated High-copy suppressor	MSG1	chrXI	ORF
S000001739	YKR031C	SPO14	SPOrulation	phospholipase D|PLD1	chrXI	ORF
S000001740	YKR032W				chrXI	ORF
S000001741	YKR033C				chrXI	ORF
S000001742	YKR034W	DAL80	Degradation of Allantoin	UGA43	chrXI	ORF
S000001743	YKR035C	OPI8	OverProducer of Inositol		chrXI	ORF
S000001744	YKR036C	CAF4	CCR4 Associated Factor		chrXI	ORF
S000001745	YKR037C	SPC34	Spindle Pole Component		chrXI	ORF
S000001746	YKR038C	KAE1	Kinase-Associated Endopeptidase	tRNA N6-adenosine threonylcarbamoyltransferase	chrXI	ORF
S000001747	YKR039W	GAP1	General Amino acid Permease	amino acid permease GAP1	chrXI	ORF
S000001748	YKR040C				chrXI	ORF
S000001749	YKR041W				chrXI	ORF
S000001750	YKR042W	UTH1	yoUTH	SUN family protein UTH1	chrXI	ORF
S000001751	YKR043C	SHB17	SedoHeptulose 1,7-Bisphosphatase	sedoheptulose-bisphosphatase	chrXI	ORF
S000001752	YKR044W	UIP5	Ulp1 Interacting Protein		chrXI	ORF
S000001753	YKR045C				chrXI	ORF
S000001754	YKR046C	PLN1	PeriLipiN	PET10	chrXI	ORF
S000001755	YKR047W				chrXI	ORF
S000001756	YKR048C	NAP1	Nucleosome Assembly Protein	histone chaperone NAP1	chrXI	ORF
S000001757	YKR049C	FMP46	Found in Mitochondrial Proteome	putative redox protein	chrXI	ORF
S000001758	YKR050W	TRK2	TRansport of potassium (K)	RPD2	chrXI	ORF
S000001759	YKR051W	HFL1	Has Fused Lysosomes		chrXI	ORF
S000001760	YKR052C	MRS4	Mitochondrial RNA Splicing	Fe(2+) transporter	chrXI	ORF
S000001761	YKR053C	YSR3	Yeast Sphingolipid Resistance	LBP2|sphinganine kinase YSR3	chrXI	ORF
S000001762	YKR054C	DYN1	DYNein	DHC1|dynein heavy chain|PAC6	chrXI	ORF
S000001763	YKR055W	RHO4	Ras HOmolog	Rho family GTPase RHO4	chrXI	ORF
S000001764	YKR056W	TRM2	tRNA Methyltransferase	NUC2|NUD1|RNC1|tRNA (uracil(54)-C(5))-methyltransferase	chrXI	ORF
S000001765	YKR057W	RPS21A	Ribosomal Protein of the Small subunit	eS21|ribosomal 40S subunit protein S21A|RPS25|S21A|S21e|S26A|YS25	chrXI	ORF
S000001766	YKR058W	GLG1	Glycogenin-Like Gene	glycogenin glucosyltransferase GLG1	chrXI	ORF
S000001767	YKR059W	TIF1	Translation Initiation Factor	eIF4A|translation initiation factor eIF4A	chrXI	ORF
S000001768	YKR060W	UTP30	U Three Protein		chrXI	ORF
S000001769	YKR061W	KTR2	Kre Two Related	mannosyltransferase KTR2	chrXI	ORF
S000001770	YKR062W	TFA2	Transcription Factor A	transcription factor TFIIE subunit TFA2	chrXI	ORF
S000001771	YKR063C	LAS1	Lethal in the Absence of SSD1-v	rRNA-processing protein LAS1	chrXI	ORF
S000001772	YKR064W	OAF3	Oleate Activated transcription Factor		chrXI	ORF
S000001773	YKR065C	PAM17	Presequence translocase-Associated Motor	FMP18	chrXI	ORF
S000001774	YKR066C	CCP1	Cytochrome c Peroxidase	cytochrome-c peroxidase	chrXI	ORF
S000001775	YKR067W	GPT2	Glycerol-3-Phosphate acylTransferase	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2|GAT1	chrXI	ORF
S000001776	YKR068C	BET3	Blocked Early in Transport	TRAPP complex core subunit BET3	chrXI	ORF
S000001777	YKR069W	MET1	METhionine requiring	MET20|uroporphyrinogen-III C-methyltransferase	chrXI	ORF
S000001778	YKR070W				chrXI	ORF
S000001779	YKR071C	DRE2	Derepressed for Ribosomal protein S14 Expression	electron carrier DRE2	chrXI	ORF
S000001780	YKR072C	SIS2	SIt4 Suppressor	HAL3|phosphopantothenoylcysteine decarboxylase complex subunit SIS2	chrXI	ORF
S000001781	YKR073C				chrXI	ORF
S000001782	YKR074W	AIM29	Altered Inheritance rate of Mitochondria		chrXI	ORF
S000001783	YKR075C				chrXI	ORF
S000001784	YKR076W	ECM4	ExtraCellular Mutant	GTO2|S-glutathionyl-(chloro)hydroquinone reductase	chrXI	ORF
S000001785	YKR077W	MSA2	Mbf and Sbf Associated		chrXI	ORF
S000001786	YKR078W	VPS501	VPS5-related	sorting nexin family protein|VIN1	chrXI	ORF
S000001787	YKR079C	TRZ1	tRNase Z	tRNase Z	chrXI	ORF
S000001788	YKR080W	MTD1	Methylene Tetrahydrafolate Dehydrogenase	methylenetetrahydrofolate dehydrogenase (NAD(+))	chrXI	ORF
S000001789	YKR081C	RPF2	Ribosome Production Factor	rRNA-binding ribosome biosynthesis protein RPF2	chrXI	ORF
S000001790	YKR082W	NUP133	NUclear Pore	RAT3	chrXI	ORF
S000001791	YKR083C	DAD2	Duo1 And Dam1 interacting	HSK1	chrXI	ORF
S000001792	YKR084C	HBS1	Hsp70 subfamily B Suppressor	ribosome dissociation factor GTPase HBS1	chrXI	ORF
S000001793	YKR085C	MRPL20	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL20|mL58|YmL20	chrXI	ORF
S000001794	YKR086W	PRP16	Pre-mRNA Processing	DEAH-box RNA helicase PRP16|PRP23|RNA16	chrXI	ORF
S000001795	YKR087C	OMA1	Overlapping activity with M-AAA protease	metalloendopeptidase	chrXI	ORF
S000001796	YKR088C	TVP38	Tlg2-Vesicle Protein		chrXI	ORF
S000001797	YKR089C	TGL4	TriacylGlycerol Lipase	STC1|triacylglycerol lipase	chrXI	ORF
S000001798	YKR090W	PXL1	PaXillin-Like protein		chrXI	ORF
S000001799	YKR091W	SRL3	Suppressor of rad53 Lethality	DNA-binding protein SRL3|WHI7	chrXI	ORF
S000001800	YKR092C	SRP40	Serine Rich Protein		chrXI	ORF
S000001801	YKR093W	PTR2	Peptide TRansport		chrXI	ORF
S000001802	YKR094C	RPL40B	Ribosomal Protein of the Large subunit	CEP52B|eL40|L40B|L40e|UB12|UBI2|ubiquitin-ribosomal 60S subunit protein L40B fusion protein	chrXI	ORF
S000001803	YKR095W	MLP1	Myosin-Like Protein	MPL1	chrXI	ORF
S000001804	YKR096W	ESL2	EST/SMG-like		chrXI	ORF
S000001805	YKR097W	PCK1	Phosphoenolpyruvate CarboxyKinase	JPM2|phosphoenolpyruvate carboxykinase PCK1|PPC1	chrXI	ORF
S000001806	YKR098C	UBP11	UBiquitin-specific Protease	ubiquitin-specific protease UBP11	chrXI	ORF
S000001807	YKR099W	BAS1	BASal		chrXI	ORF
S000001808	YKR100C	SKG1	Suppressor of lethality of Kex2 Gas1 double null mutant	YKR099C-A	chrXI	ORF
S000001809	YKR101W	SIR1	Silent Information Regulator		chrXI	ORF
S000001810	YKR102W	FLO10	FLOcculation		chrXI	ORF
S000001811	YKR103W	NFT1	New Full-length MRP-type Transporter	putative multidrug transporter NFT1	chrXI	ORF
S000001812	YKR104W			NFT1	chrXI	ORF
S000001813	YKR105C	VBA5	Vacuolar Basic Amino acid transporter	basic amino acid transporter	chrXI	ORF
S000001814	YKR106W	GEX2	Glutathione EXchanger	glutathione exchanger	chrXI	ORF
S000001817	YAL065C				chrI	ORF
S000001821	YAR030C				chrI	ORF
S000001826	YFL068W				chrVI	ORF
S000001827	YFL067W				chrVI	ORF
S000001828	YFL066C			Y' element ATP-dependent helicase	chrVI	ORF
S000001829	YFL065C				chrVI	ORF
S000001830	YFL064C				chrVI	ORF
S000001831	YFL063W				chrVI	ORF
S000001832	YFL062W	COS4	COnserved Sequence		chrVI	ORF
S000001833	YFL061W	DDI3	DNA Damage Inducible	cyanamide hydratase|DDI2	chrVI	ORF
S000001834	YFL060C	SNO3	SNZ proximal Open reading frame	putative pyridoxal 5'-phosphate synthase	chrVI	ORF
S000001835	YFL059W	SNZ3	SNooZe	pyridoxine biosynthesis protein SNZ3	chrVI	ORF
S000001836	YFL058W	THI5	THIamine metabolism	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase	chrVI	ORF
S000001839	YFL055W	AGP3	high-Affinity Glutamine Permease		chrVI	ORF
S000001840	YFL054C	AQY3	AQuaporin from Yeast		chrVI	ORF
S000001841	YFL053W	DAK2	DihydroxyAcetone Kinase	dihydroxyacetone kinase	chrVI	ORF
S000001842	YFL052W	ZNF1	ZiNc Finger protein	DNA-binding domain containing protein|ROP1	chrVI	ORF
S000001843	YFL051C				chrVI	ORF
S000001844	YFL050C	ALR2	ALuminum Resistance	putative Mg(2+) transporter ALR2	chrVI	ORF
S000001845	YFL049W	SWP82	SWi/snf-associated Protein		chrVI	ORF
S000001846	YFL048C	EMP47			chrVI	ORF
S000001847	YFL047W	RGD2	RhoGAP domain	GTPase-activating protein RGD2	chrVI	ORF
S000001848	YFL046W	FMP32	Found in Mitochondrial Proteome	PUT6	chrVI	ORF
S000001849	YFL045C	SEC53	SECretory	ALG4|phosphomannomutase SEC53	chrVI	ORF
S000001850	YFL044C	OTU1	Ovarian TUmor	ubiquitin-specific protease OTU1|YOD1	chrVI	ORF
S000001852	YFL042C	LAM5	Lipid transfer protein Anchored at Membrane contact site	LTC2|YFL043C	chrVI	ORF
S000001853	YFL041W	FET5	FErrous Transport	ferroxidase FET5	chrVI	ORF
S000001854	YFL040W				chrVI	ORF
S000001855	YFL039C	ACT1	ACTin	ABY1|actin|END7	chrVI	ORF
S000001856	YFL038C	YPT1	Yeast Protein Two	Rab family GTPase YPT1|YP2	chrVI	ORF
S000001857	YFL037W	TUB2	TUBulin	ARM10|beta-tubulin|SHE8	chrVI	ORF
S000001858	YFL036W	RPO41	RNA POlymerase	DNA-directed RNA polymerase	chrVI	ORF
S000001859	YFL034C-B	MOB2	Mps One Binder	YFL035C|YFL035C-A	chrVI	ORF
S000001860	YFL034W	MIL1	Medium adaptin-Interacting Ligand		chrVI	ORF
S000001861	YFL033C	RIM15	Regulator of IME2	protein kinase RIM15|TAK1	chrVI	ORF
S000001862	YFL032W				chrVI	ORF
S000001863	YFL031W	HAC1	Homologous to Atf/Creb1	ERN4|IRE15|transcription factor HAC1	chrVI	ORF
S000001864	YFL030W	AGX1	Alanine:Glyoxylate aminotrans(X)ferase	alanine--glyoxylate transaminase	chrVI	ORF
S000001865	YFL029C	CAK1	Cdk-Activating Kinase	CIV1|cyclin-dependent protein kinase-activating kinase CAK1	chrVI	ORF
S000001866	YFL028C	CAF16	CCR4 Associated Factor	putative ATP-binding cassette family ATPase CAF16	chrVI	ORF
S000001867	YFL027C	GYP8	Gtpase-activating protein for Ypt Proteins	GTPase-activating protein GYP8	chrVI	ORF
S000001868	YFL026W	STE2	STErile	alpha-factor pheromone receptor STE2	chrVI	ORF
S000001869	YFL025C	BST1	Bypass of Sec Thirteen	PER17	chrVI	ORF
S000001870	YFL024C	EPL1	Enhancer of Polycomb Like		chrVI	ORF
S000001871	YFL023W	BUD27	BUD site selection	URI1	chrVI	ORF
S000001872	YFL022C	FRS2	phenylalanyl (F)-tRNA Synthetase	phenylalanine--tRNA ligase subunit alpha	chrVI	ORF
S000001873	YFL021W	GAT1		MEP80|NIL1	chrVI	ORF
S000001874	YFL020C	PAU5	seriPAUperin family	seripauperin PAU5	chrVI	ORF
S000001875	YFL019C				chrVI	ORF
S000001876	YFL018C	LPD1	LiPoamide Dehydrogenase	dihydrolipoyl dehydrogenase|HPD1	chrVI	ORF
S000001877	YFL017C	GNA1	GlucosamiNe-6-phosphate Acetyltransferase	glucosamine 6-phosphate N-acetyltransferase|PAT1	chrVI	ORF
S000001878	YFL016C	MDJ1	Mitochondrial DnaJ		chrVI	ORF
S000001879	YFL015C				chrVI	ORF
S000001880	YFL014W	HSP12	Heat Shock Protein	GLP1|HOR5|lipid-binding protein HSP12	chrVI	ORF
S000001881	YFL013C	IES1	Ino Eighty Subunit		chrVI	ORF
S000001882	YFL012W				chrVI	ORF
S000001883	YFL011W	HXT10	HeXose Transporter	hexose transporter HXT10	chrVI	ORF
S000001884	YFL010C	WWM1	WW domain containing protein interacting with Metacaspase		chrVI	ORF
S000001885	YFL009W	CDC4	Cell Division Cycle	SCF ubiquitin ligase complex subunit CDC4	chrVI	ORF
S000001886	YFL008W	SMC1	Stability of MiniChromosomes	CHL10|cohesin subunit SMC1	chrVI	ORF
S000001887	YFL007W	BLM10	BLeoMycin resistance	YFL006W	chrVI	ORF
S000001889	YFL005W	SEC4	SECretory	Rab family GTPase SEC4|SRO6	chrVI	ORF
S000001890	YFL004W	VTC2	Vacuolar Transporter Chaperone	PHM1|vacuolar transporter chaperone	chrVI	ORF
S000001891	YFL003C	MSH4	MutS Homolog	MutS family protein MSH4	chrVI	ORF
S000001894	YFL002C	SPB4	Suppressor of PAB1	putative ATP-dependent RNA helicase SPB4	chrVI	ORF
S000001895	YFL001W	DEG1	DEpressed Growth rate	HRM3|pseudouridine synthase DEG1|PUS3	chrVI	ORF
S000001897	YFR001W	LOC1	LOCalization of mRNA		chrVI	ORF
S000001898	YFR002W	NIC96	Nucleoporin-Interacting Component of 96 kDa	linker nucleoporin NIC96	chrVI	ORF
S000001899	YFR003C	YPI1	Yeast Phosphatase Inhibitor	type 1 protein phosphatase-activating protein YPI1	chrVI	ORF
S000001900	YFR004W	RPN11	Regulatory Particle Non-ATPase	MPR1|proteasome regulatory particle lid subunit RPN11	chrVI	ORF
S000001901	YFR005C	SAD1	SnRNP Assembly Defective	mRNA splicing protein SAD1	chrVI	ORF
S000001902	YFR006W			putative Xaa-Pro dipeptidase	chrVI	ORF
S000001903	YFR007W	YFH7		AIM12	chrVI	ORF
S000001904	YFR008W	FAR7	Factor ARrest		chrVI	ORF
S000001905	YFR009W	GCN20	General Control Nonderepressible	putative AAA family ATPase GCN20	chrVI	ORF
S000001906	YFR010W	UBP6	UBiquitin-specific Protease	ubiquitin-specific protease UBP6	chrVI	ORF
S000001907	YFR011C	MIC19	MItochondrial contact site and Cristae organizing system	AIM13|MCS19	chrVI	ORF
S000001908	YFR012W	DCV1	Demands Cdc28 kinase activity for Viability		chrVI	ORF
S000001909	YFR013W	IOC3	Iswi One Complex		chrVI	ORF
S000001910	YFR014C	CMK1	CalModulin dependent protein Kinase	calmodulin-dependent protein kinase CMK1	chrVI	ORF
S000001911	YFR015C	GSY1	Glycogen SYnthase	glycogen (starch) synthase GSY1	chrVI	ORF
S000001912	YFR016C	AIP5	Actin Interacting Protein		chrVI	ORF
S000001913	YFR017C	IGD1	Inhibitor of Glycogen Debranching		chrVI	ORF
S000001914	YFR018C				chrVI	ORF
S000001915	YFR019W	FAB1	Forms Aploid and Binucleate cells	1-phosphatidylinositol-3-phosphate 5-kinase|SVL7	chrVI	ORF
S000001916	YFR020W	CSS2	Condition Specific Secretion		chrVI	ORF
S000001917	YFR021W	ATG18	AuTophaGy related	AUT10|CVT18|NMR1|phosphoinositide binding protein ATG18|SVP1	chrVI	ORF
S000001918	YFR022W	ROG3	Revertant Of Glycogen synthase kinase mutation	ART7	chrVI	ORF
S000001919	YFR023W	PES4	Polymerase Epsilon Suppressor		chrVI	ORF
S000001921	YFR025C	HIS2	HIStidine requiring	histidinol-phosphatase	chrVI	ORF
S000001922	YFR026C	ULI1	Upr-L-Inducible gene		chrVI	ORF
S000001923	YFR027W	ECO1	Establishment of COhesion	CTF7	chrVI	ORF
S000001924	YFR028C	CDC14	Cell Division Cycle	OAF3|phosphoprotein phosphatase CDC14	chrVI	ORF
S000001925	YFR029W	PTR3	Peptide TRansport	RAA2|SSY3	chrVI	ORF
S000001926	YFR030W	MET10	METhionine requiring	sulfite reductase subunit alpha	chrVI	ORF
S000001927	YFR031C	SMC2	Structural Maintenance of Chromosomes	condensin subunit SMC2	chrVI	ORF
S000001928	YFR032C	RRT5	Regulator of rDNA Transcription		chrVI	ORF
S000001929	YFR033C	QCR6	ubiQuinol-cytochrome C oxidoReductase	COR3|ubiquinol--cytochrome-c reductase subunit 6|UCR6	chrVI	ORF
S000001930	YFR034C	PHO4	PHOsphate metabolism	phoD|phosphate-sensing transcription factor PHO4	chrVI	ORF
S000001931	YFR035C				chrVI	ORF
S000001932	YFR036W	CDC26	Cell Division Cycle	anaphase promoting complex subunit CDC26|HIT3|SCD26	chrVI	ORF
S000001933	YFR037C	RSC8	Remodel the Structure of Chromatin	SWH3	chrVI	ORF
S000001934	YFR038W	IRC5	Increased Recombination Centers	putative ATPase	chrVI	ORF
S000001935	YFR039C	OSW7	Outer Spore Wall		chrVI	ORF
