Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Chromosome/scaffold name	Saccharomyces cerevisiae paralogue gene stable ID	Saccharomyces cerevisiae paralogue associated gene name	Saccharomyces cerevisiae paralogue protein or transcript ID	Saccharomyces cerevisiae paralogue chromosome/scaffold name
YPL150W	YPL150W_mRNA	YPL150W		XVI	YKL198C	PTK1	YKL198C	XI
YPL150W	YPL150W_mRNA	YPL150W		XVI	YJR059W	PTK2	YJR059W	X
YPL150W	YPL150W_mRNA	YPL150W		XVI	YDR122W	KIN1	YDR122W	IV
YPL150W	YPL150W_mRNA	YPL150W		XVI	YLR096W	KIN2	YLR096W	XII
YPL150W	YPL150W_mRNA	YPL150W		XVI	YCL024W	KCC4	YCL024W	III
YPL150W	YPL150W_mRNA	YPL150W		XVI	YDR507C	GIN4	YDR507C	IV
YPL150W	YPL150W_mRNA	YPL150W		XVI	YPL026C	SKS1	YPL026C	XVI
YPL150W	YPL150W_mRNA	YPL150W		XVI	YDR247W	VHS1	YDR247W	IV
YPL150W	YPL150W_mRNA	YPL150W		XVI	YKL168C	KKQ8	YKL168C	XI
YPL150W	YPL150W_mRNA	YPL150W		XVI	YJL165C	HAL5	YJL165C	X
YPL150W	YPL150W_mRNA	YPL150W		XVI	YPL141C	FRK1	YPL141C	XVI
YPL150W	YPL150W_mRNA	YPL150W		XVI	YOR233W	KIN4	YOR233W	XV
YBR113W	YBR113W_mRNA	YBR113W		II				
YCL067C	YCL067C_mRNA	YCL067C	HMLALPHA2	III	YCR039C	MATALPHA2	YCR039C	III
YMR263W	YMR263W_mRNA	YMR263W	SAP30	XIII				
YOR289W	YOR289W_mRNA	YOR289W		XV				
YCL025C	YCL025C_mRNA	YCL025C	AGP1	III	YBR068C	BAP2	YBR068C	II
YCL025C	YCL025C_mRNA	YCL025C	AGP1	III	YDR046C	BAP3	YDR046C	IV
YCL025C	YCL025C_mRNA	YCL025C	AGP1	III	YNL270C	ALP1	YNL270C	XIV
YCL025C	YCL025C_mRNA	YCL025C	AGP1	III	YEL063C	CAN1	YEL063C	V
YCL025C	YCL025C_mRNA	YCL025C	AGP1	III	YPL274W	SAM3	YPL274W	XVI
YCL025C	YCL025C_mRNA	YCL025C	AGP1	III	YLL061W	MMP1	YLL061W	XII
YCL025C	YCL025C_mRNA	YCL025C	AGP1	III	YDR508C	GNP1	YDR508C	IV
YDL132W	YDL132W_mRNA	YDL132W	CDC53	IV	YLR127C	APC2	YLR127C	XII
YKL186C	YKL186C_mRNA	YKL186C	MTR2	XI				
YCL043C	YCL043C_mRNA	YCL043C	PDI1	III	YDR518W	EUG1	YDR518W	IV
YOL100W	YOL100W_mRNA	YOL100W	PKH2	XV	YDR490C	PKH1	YDR490C	IV
YOL100W	YOL100W_mRNA	YOL100W	PKH2	XV	YHR205W	SCH9	YHR205W	VIII
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)C	SUP53	tL(CAA)C_tRNA	III
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)G1		tL(CAA)G1_tRNA	VII
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)L		tL(CAA)L_tRNA	XII
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)A	SUP56	tL(CAA)A_tRNA	I
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)G2	SUP54	tL(CAA)G2_tRNA	VII
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)K		tL(CAA)K_tRNA	XI
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)M		tL(CAA)M_tRNA	XIII
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)D		tL(CAA)D_tRNA	IV
tL(CAA)G3	tL(CAA)G3_tRNA			VII	tL(CAA)N		tL(CAA)N_tRNA	XIV
YML031C-A	YML031C-A_mRNA	YML031C-A		XIII				
YDR034C-A	YDR034C-A_mRNA	YDR034C-A		IV	YCR018C-A		YCR018C-A	III
YDR034C-A	YDR034C-A_mRNA	YDR034C-A		IV	YPR002C-A		YPR002C-A	XVI
YDR034C-A	YDR034C-A_mRNA	YDR034C-A		IV	YOL106W		YOL106W	XV
YDR034C-A	YDR034C-A_mRNA	YDR034C-A		IV	YGR122C-A		YGR122C-A	VII
YDR034C-A	YDR034C-A_mRNA	YDR034C-A		IV	YMR046W-A		YMR046W-A	XIII
YDR034C-A	YDR034C-A_mRNA	YDR034C-A		IV	YLR334C		YLR334C	XII
YOR337W	YOR337W_mRNA	YOR337W	TEA1	XV				
YDL013W	YDL013W_mRNA	YDL013W	SLX5	IV				
YDR534C	YDR534C_mRNA	YDR534C	FIT1	IV	YOR383C	FIT3	YOR383C	XV
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	XII	YLR182W	SWI6	YLR182W	XII
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	XII	YKL043W	PHD1	YKL043W	XI
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	XII	YMR016C	SOK2	YMR016C	XIII
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	XII	YLR158C	ASP3-3	YLR158C	XII
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	XII	YLR155C	ASP3-1	YLR155C	XII
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	XII	YLR160C	ASP3-4	YLR160C	XII
YGL039W	YGL039W_mRNA	YGL039W		VII	YGL157W	ARI1	YGL157W	VII
YGL039W	YGL039W_mRNA	YGL039W		VII	YOL151W	GRE2	YOL151W	XV
YGL039W	YGL039W_mRNA	YGL039W		VII	YDR541C		YDR541C	IV
YGL039W	YGL039W_mRNA	YGL039W		VII	YGL001C	ERG26	YGL001C	VII
YGL039W	YGL039W_mRNA	YGL039W		VII	YBR019C	GAL10	YBR019C	II
YCR012W	YCR012W_mRNA	YCR012W	PGK1	III				
YOL086W-A	YOL086W-A_mRNA	YOL086W-A	MHF1	XV				
YHR049W	YHR049W_mRNA	YHR049W	FSH1	VIII	YOR280C	FSH3	YOR280C	XV
YHR049W	YHR049W_mRNA	YHR049W	FSH1	VIII	YMR222C	FSH2	YMR222C	XIII
YMR113W	YMR113W_mRNA	YMR113W	FOL3	XIII	YKL132C	RMA1	YKL132C	XI
YMR113W	YMR113W_mRNA	YMR113W	FOL3	XIII	YOR241W	MET7	YOR241W	XV
YPL055C	YPL055C_mRNA	YPL055C	LGE1	XVI				
YBR213W	YBR213W_mRNA	YBR213W	MET8	II				
YLR226W	YLR226W_mRNA	YLR226W	BUR2	XII				
YCR075C	YCR075C_mRNA	YCR075C	ERS1	III				
YDR392W	YDR392W_mRNA	YDR392W	SPT3	IV	YML098W	TAF13	YML098W	XIII
YAL051W	YAL051W_mRNA	YAL051W	OAF1	I	YOR363C	PIP2	YOR363C	XV
YAL051W	YAL051W_mRNA	YAL051W	OAF1	I	YCR106W	RDS1	YCR106W	III
YAL051W	YAL051W_mRNA	YAL051W	OAF1	I	YLL054C		YLL054C	XII
YPL079W	YPL079W_mRNA	YPL079W	RPL21B	XVI	YBR191W	RPL21A	YBR191W	II
YDR178W	YDR178W_mRNA	YDR178W	SDH4	IV	YOR297C	TIM18	YOR297C	XV
YDR178W	YDR178W_mRNA	YDR178W	SDH4	IV	YLR164W	SHH4	YLR164W	XII
YDR121W	YDR121W_mRNA	YDR121W	DPB4	IV				
YJL013C	YJL013C_mRNA	YJL013C	MAD3	X	YGR188C	BUB1	YGR188C	VII
YDL063C	YDL063C_mRNA	YDL063C	SYO1	IV				
Q0060	Q0060_mRNA	Q0060	AI3	Mito				
YJL109C	YJL109C_mRNA	YJL109C	UTP10	X				
YJR155W	YJR155W_mRNA	YJR155W	AAD10	X	YNL331C	AAD14	YNL331C	XIV
YJR155W	YJR155W_mRNA	YJR155W	AAD10	X	YDL243C	AAD4	YDL243C	IV
YJR155W	YJR155W_mRNA	YJR155W	AAD10	X	YCR107W	AAD3	YCR107W	III
YJR155W	YJR155W_mRNA	YJR155W	AAD10	X	YOL165C	AAD15	YOL165C	XV
YJR155W	YJR155W_mRNA	YJR155W	AAD10	X	YMR041C	ARA2	YMR041C	XIII
YJR155W	YJR155W_mRNA	YJR155W	AAD10	X	YOR120W	GCY1	YOR120W	XV
YJR155W	YJR155W_mRNA	YJR155W	AAD10	X	YDR368W	YPR1	YDR368W	IV
YJR155W	YJR155W_mRNA	YJR155W	AAD10	X	YDL124W		YDL124W	IV
YKL177W	YKL177W_mRNA	YKL177W		XI				
YDR435C	YDR435C_mRNA	YDR435C	PPM1	IV	YOL141W	PPM2	YOL141W	XV
YIL012W	YIL012W_mRNA	YIL012W		IX				
YDR461W	YDR461W_mRNA	YDR461W	MFA1	IV	YNL145W	MFA2	YNL145W	XIV
YHR111W	YHR111W_mRNA	YHR111W	UBA4	VIII	YDR390C	UBA2	YDR390C	IV
YHR111W	YHR111W_mRNA	YHR111W	UBA4	VIII	YHR171W	ATG7	YHR171W	VIII
YHR111W	YHR111W_mRNA	YHR111W	UBA4	VIII	YPR066W	UBA3	YPR066W	XVI
YHR111W	YHR111W_mRNA	YHR111W	UBA4	VIII	YPR180W	AOS1	YPR180W	XVI
YHR111W	YHR111W_mRNA	YHR111W	UBA4	VIII	YHR003C	TCD1	YHR003C	VIII
YHR111W	YHR111W_mRNA	YHR111W	UBA4	VIII	YKL027W	TCD2	YKL027W	XI
YHR111W	YHR111W_mRNA	YHR111W	UBA4	VIII	YKL210W	UBA1	YKL210W	XI
YNL033W	YNL033W_mRNA	YNL033W		XIV				
YDR455C	YDR455C_mRNA	YDR455C		IV				
YKL072W	YKL072W_mRNA	YKL072W	STB6	XI	YMR053C	STB2	YMR053C	XIII
YKL003C	YKL003C_mRNA	YKL003C	MRP17	XI				
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YOR157C	PUP1	YOR157C	XV
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YER012W	PRE1	YER012W	V
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YFR050C	PRE4	YFR050C	VI
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YOR362C	PRE10	YOR362C	XV
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YER094C	PUP3	YER094C	V
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YGR135W	PRE9	YGR135W	VII
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YGR253C	PUP2	YGR253C	VII
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YML092C	PRE8	YML092C	XIII
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YPR103W	PRE2	YPR103W	XVI
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YGL011C	SCL1	YGL011C	VII
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YOL038W	PRE6	YOL038W	XV
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YJL001W	PRE3	YJL001W	X
YMR314W	YMR314W_mRNA	YMR314W	PRE5	XIII	YBL041W	PRE7	YBL041W	II
YHR139C-A	YHR139C-A_mRNA	YHR139C-A		VIII				
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YJR159W	SOR1	YJR159W	X
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YDL246C	SOR2	YDL246C	IV
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YCR102C		YCR102C	III
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YLR460C		YLR460C	XII
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YNL134C		YNL134C	XIV
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YMR318C	ADH6	YMR318C	XIII
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YCR105W	ADH7	YCR105W	III
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YOL086C	ADH1	YOL086C	XV
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YMR303C	ADH2	YMR303C	XIII
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YBR145W	ADH5	YBR145W	II
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YMR083W	ADH3	YMR083W	XIII
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YBL069W	AST1	YBL069W	II
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YBL068W-A		YBL068W-A	II
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YER101C	AST2	YER101C	V
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YBR046C	ZTA1	YBR046C	II
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YDL168W	SFA1	YDL168W	IV
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YBR026C	ETR1	YBR026C	II
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YMR152W	YIM1	YMR152W	XIII
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YAL060W	BDH1	YAL060W	I
YLR070C	YLR070C_mRNA	YLR070C	XYL2	XII	YAL061W	BDH2	YAL061W	I
YDL069C	YDL069C_mRNA	YDL069C	CBS1	IV				
YBR183W	YBR183W_mRNA	YBR183W	YPC1	II	YPL087W	YDC1	YPL087W	XVI
YER026C	YER026C_mRNA	YER026C	CHO1	V	YPR113W	PIS1	YPR113W	XVI
YOL083C-A	YOL083C-A_mRNA	YOL083C-A		XV				
YDR073W	YDR073W_mRNA	YDR073W	SNF11	IV				
YDL017W	YDL017W_mRNA	YDL017W	CDC7	IV	YPL204W	HRR25	YPL204W	XVI
YDL017W	YDL017W_mRNA	YDL017W	CDC7	IV	YHR135C	YCK1	YHR135C	VIII
YDL017W	YDL017W_mRNA	YDL017W	CDC7	IV	YER123W	YCK3	YER123W	V
YDL017W	YDL017W_mRNA	YDL017W	CDC7	IV	YNL154C	YCK2	YNL154C	XIV
YCR093W	YCR093W_mRNA	YCR093W	CDC39	III				
YML051W	YML051W_mRNA	YML051W	GAL80	XIII				
YLL002W	YLL002W_mRNA	YLL002W	RTT109	XII	YDL237W	AIM6	YDL237W	IV
YPL068C	YPL068C_mRNA	YPL068C		XVI				
YIL090W	YIL090W_mRNA	YIL090W	ICE2	IX				
YNL018C	YNL018C_mRNA	YNL018C		XIV	YNL034W		YNL034W	XIV
YBR050C	YBR050C_mRNA	YBR050C	REG2	II				
YMR081C	YMR081C_mRNA	YMR081C	ISF1	XIII				
YBL097W	YBL097W_mRNA	YBL097W	BRN1	II				
YJL049W	YJL049W_mRNA	YJL049W	CHM7	X				
YLR334C	YLR334C_mRNA	YLR334C		XII	YCR018C-A		YCR018C-A	III
YLR334C	YLR334C_mRNA	YLR334C		XII	YPR002C-A		YPR002C-A	XVI
YLR334C	YLR334C_mRNA	YLR334C		XII	YOL106W		YOL106W	XV
YLR334C	YLR334C_mRNA	YLR334C		XII	YGR122C-A		YGR122C-A	VII
YLR334C	YLR334C_mRNA	YLR334C		XII	YMR046W-A		YMR046W-A	XIII
YLR334C	YLR334C_mRNA	YLR334C		XII	YDR034C-A		YDR034C-A	IV
YMR231W	YMR231W_mRNA	YMR231W	PEP5	XIII	YLR148W	PEP3	YLR148W	XII
YGR107W	YGR107W_mRNA	YGR107W		VII				
YBR172C	YBR172C_mRNA	YBR172C	SMY2	II	YPL105C	SYH1	YPL105C	XVI
YIL021C-A	YIL021C-A_mRNA	YIL021C-A		IX				
YDR260C	YDR260C_mRNA	YDR260C	SWM1	IV				
YKL165C	YKL165C_mRNA	YKL165C	MCD4	XI				
YPR175W	YPR175W_mRNA	YPR175W	DPB2	XVI				
YOR097C	YOR097C_mRNA	YOR097C		XV				
YDR210W	YDR210W_mRNA	YDR210W		IV				
YLR062C	YLR062C_mRNA	YLR062C	BUD28	XII				
YNL024C	YNL024C_mRNA	YNL024C	EFM6	XIV				
YLR339C	YLR339C_mRNA	YLR339C		XII				
YLR305C	YLR305C_mRNA	YLR305C	STT4	XII	YNL267W	PIK1	YNL267W	XIV
YLR305C	YLR305C_mRNA	YLR305C	STT4	XII	YLR240W	VPS34	YLR240W	XII
tT(UGU)P	tT(UGU)P_tRNA			XVI	tT(UGU)G1		tT(UGU)G1_tRNA	VII
tT(UGU)P	tT(UGU)P_tRNA			XVI	tT(UGU)G2		tT(UGU)G2_tRNA	VII
YNR024W	YNR024W_mRNA	YNR024W	MPP6	XIV				
YDL130W-A	YDL130W-A_mRNA	YDL130W-A	STF1	IV	YDL181W	INH1	YDL181W	IV
YPR022C	YPR022C_mRNA	YPR022C	SDD4	XVI				
YPL161C	YPL161C_mRNA	YPL161C	BEM4	XVI				
YLR107W	YLR107W_mRNA	YLR107W	REX3	XII	YOL080C	REX4	YOL080C	XV
tR(UCU)Q1	tR(UCU)Q1_tRNA			Mito				
YJR135C	YJR135C_mRNA	YJR135C	MCM22	X				
YLR139C	YLR139C_mRNA	YLR139C	SLS1	XII				
YKL085W	YKL085W_mRNA	YKL085W	MDH1	XI	YOL126C	MDH2	YOL126C	XV
YKL085W	YKL085W_mRNA	YKL085W	MDH1	XI	YDL078C	MDH3	YDL078C	IV
snR54	snR54_snoRNA			XIII				
YGR017W	YGR017W_mRNA	YGR017W		VII				
YDR322C-A	YDR322C-A_mRNA	YDR322C-A	TIM11	IV				
YFL021C-A	YFL021C-A_mRNA	YFL021C-A		VI				
YOL123W	YOL123W_mRNA	YOL123W	HRP1	XV	YPL043W	NOP4	YPL043W	XVI
YOL123W	YOL123W_mRNA	YOL123W	HRP1	XV	YGR159C	NSR1	YGR159C	VII
YOL123W	YOL123W_mRNA	YOL123W	HRP1	XV	YPR112C	MRD1	YPR112C	XVI
YOL123W	YOL123W_mRNA	YOL123W	HRP1	XV	YFR023W	PES4	YFR023W	VI
YOL123W	YOL123W_mRNA	YOL123W	HRP1	XV	YHR015W	MIP6	YHR015W	VIII
YCR026C	YCR026C_mRNA	YCR026C	NPP1	III	YEL016C	NPP2	YEL016C	V
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)J3		tD(GUC)J3_tRNA	X
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)D		tD(GUC)D_tRNA	IV
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)J2		tD(GUC)J2_tRNA	X
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)G2		tD(GUC)G2_tRNA	VII
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)G1		tD(GUC)G1_tRNA	VII
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)J1		tD(GUC)J1_tRNA	X
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)I2		tD(GUC)I2_tRNA	IX
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)J4		tD(GUC)J4_tRNA	X
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)L1		tD(GUC)L1_tRNA	XII
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)M		tD(GUC)M_tRNA	XIII
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)L2		tD(GUC)L2_tRNA	XII
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)I1		tD(GUC)I1_tRNA	IX
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)O		tD(GUC)O_tRNA	XV
tD(GUC)B	tD(GUC)B_tRNA			II	tD(GUC)K		tD(GUC)K_tRNA	XI
YHR205W	YHR205W_mRNA	YHR205W	SCH9	VIII	YDR490C	PKH1	YDR490C	IV
YHR205W	YHR205W_mRNA	YHR205W	SCH9	VIII	YOL100W	PKH2	YOL100W	XV
YLR038C	YLR038C_mRNA	YLR038C	COX12	XII				
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)M1		tR(UCU)M1_tRNA	XIII
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)J2		tR(UCU)J2_tRNA	X
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)J1		tR(UCU)J1_tRNA	X
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)D		tR(UCU)D_tRNA	IV
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)M2		tR(UCU)M2_tRNA	XIII
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)B		tR(UCU)B_tRNA	II
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)G2		tR(UCU)G2_tRNA	VII
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)K		tR(UCU)K_tRNA	XI
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)E		tR(UCU)E_tRNA	V
tR(UCU)G3	tR(UCU)G3_tRNA			VII	tR(UCU)G1		tR(UCU)G1_tRNA	VII
YCR044C	YCR044C_mRNA	YCR044C	PER1	III				
YNL160W	YNL160W_mRNA	YNL160W	YGP1	XIV	YHR139C	SPS100	YHR139C	VIII
YLR182W	YLR182W_mRNA	YLR182W	SWI6	XII	YLR158C	ASP3-3	YLR158C	XII
YLR182W	YLR182W_mRNA	YLR182W	SWI6	XII	YLR155C	ASP3-1	YLR155C	XII
YLR182W	YLR182W_mRNA	YLR182W	SWI6	XII	YLR160C	ASP3-4	YLR160C	XII
YLR182W	YLR182W_mRNA	YLR182W	SWI6	XII	YLR157C	ASP3-2	YLR157C	XII
YLR182W	YLR182W_mRNA	YLR182W	SWI6	XII	YKL043W	PHD1	YKL043W	XI
YLR182W	YLR182W_mRNA	YLR182W	SWI6	XII	YMR016C	SOK2	YMR016C	XIII
YJL191W	YJL191W_mRNA	YJL191W	RPS14B	X	YCR031C	RPS14A	YCR031C	III
YDR139C	YDR139C_mRNA	YDR139C	RUB1	IV	YLR167W	RPS31	YLR167W	XII
YDR139C	YDR139C_mRNA	YDR139C	RUB1	IV	YLL039C	UBI4	YLL039C	XII
YDR139C	YDR139C_mRNA	YDR139C	RUB1	IV	YKR094C	RPL40B	YKR094C	XI
YDR139C	YDR139C_mRNA	YDR139C	RUB1	IV	YIL148W	RPL40A	YIL148W	IX
YGL019W	YGL019W_mRNA	YGL019W	CKB1	VII	YOR039W	CKB2	YOR039W	XV
YHR183W	YHR183W_mRNA	YHR183W	GND1	VIII	YGR256W	GND2	YGR256W	VII
YLR132C	YLR132C_mRNA	YLR132C	USB1	XII				
YLR064W	YLR064W_mRNA	YLR064W	PER33	XII	YLL023C	POM33	YLL023C	XII
YER107W-A	YER107W-A_mRNA	YER107W-A		V				
YER174C	YER174C_mRNA	YER174C	GRX4	V	YPL059W	GRX5	YPL059W	XVI
YER174C	YER174C_mRNA	YER174C	GRX4	V	YDR098C	GRX3	YDR098C	IV
YDL043C	YDL043C_mRNA	YDL043C	PRP11	IV				
YFR031C	YFR031C_mRNA	YFR031C	SMC2	VI	YFL008W	SMC1	YFL008W	VI
YFR031C	YFR031C_mRNA	YFR031C	SMC2	VI	YJL074C	SMC3	YJL074C	X
YFR031C	YFR031C_mRNA	YFR031C	SMC2	VI	YLR086W	SMC4	YLR086W	XII
YGL231C	YGL231C_mRNA	YGL231C	EMC4	VII				
tH(GUG)E1	tH(GUG)E1_tRNA			V	tH(GUG)E2		tH(GUG)E2_tRNA	V
tH(GUG)E1	tH(GUG)E1_tRNA			V	tH(GUG)G1		tH(GUG)G1_tRNA	VII
tH(GUG)E1	tH(GUG)E1_tRNA			V	tH(GUG)M		tH(GUG)M_tRNA	XIII
tH(GUG)E1	tH(GUG)E1_tRNA			V	tH(GUG)G2		tH(GUG)G2_tRNA	VII
tH(GUG)E1	tH(GUG)E1_tRNA			V	tH(GUG)K		tH(GUG)K_tRNA	XI
tH(GUG)E1	tH(GUG)E1_tRNA			V	tH(GUG)H		tH(GUG)H_tRNA	VIII
YOR195W	YOR195W_mRNA	YOR195W	SLK19	XV				
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)E2		tI(AAU)E2_tRNA	V
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)E1		tI(AAU)E1_tRNA	V
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)B		tI(AAU)B_tRNA	II
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)I1		tI(AAU)I1_tRNA	IX
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)L2		tI(AAU)L2_tRNA	XII
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)P1		tI(AAU)P1_tRNA	XVI
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)D		tI(AAU)D_tRNA	IV
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)L1		tI(AAU)L1_tRNA	XII
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)N1		tI(AAU)N1_tRNA	XIV
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)G		tI(AAU)G_tRNA	VII
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)P2		tI(AAU)P2_tRNA	XVI
tI(AAU)I2	tI(AAU)I2_tRNA			IX	tI(AAU)N2		tI(AAU)N2_tRNA	XIV
snR67	snR67_snoRNA			V				
YML107C	YML107C_mRNA	YML107C	PML39	XIII				
YDL093W	YDL093W_mRNA	YDL093W	PMT5	IV	YJR143C	PMT4	YJR143C	X
YDL093W	YDL093W_mRNA	YDL093W	PMT5	IV	YAL023C	PMT2	YAL023C	I
YDL093W	YDL093W_mRNA	YDL093W	PMT5	IV	YOR321W	PMT3	YOR321W	XV
YDL093W	YDL093W_mRNA	YDL093W	PMT5	IV	YDL095W	PMT1	YDL095W	IV
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)M		tL(CAA)M_tRNA	XIII
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)L		tL(CAA)L_tRNA	XII
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)A	SUP56	tL(CAA)A_tRNA	I
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)K		tL(CAA)K_tRNA	XI
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)D		tL(CAA)D_tRNA	IV
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)N		tL(CAA)N_tRNA	XIV
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)C	SUP53	tL(CAA)C_tRNA	III
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)G1		tL(CAA)G1_tRNA	VII
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	VII	tL(CAA)G3		tL(CAA)G3_tRNA	VII
YNR035C	YNR035C_mRNA	YNR035C	ARC35	XIV				
YGL027C	YGL027C_mRNA	YGL027C	CWH41	VII	YMR196W		YMR196W	XIII
YNL303W	YNL303W_mRNA	YNL303W		XIV				
YBR208C	YBR208C_mRNA	YBR208C	DUR1,2	II				
tR(UCU)M1	tR(UCU)M1_tRNA			XIII	tR(UCU)G3		tR(UCU)G3_tRNA	VII
tR(UCU)M1	tR(UCU)M1_tRNA			XIII	tR(UCU)J2		tR(UCU)J2_tRNA	X
tR(UCU)M1	tR(UCU)M1_tRNA			XIII	tR(UCU)J1		tR(UCU)J1_tRNA	X
tR(UCU)M1	tR(UCU)M1_tRNA			XIII	tR(UCU)D		tR(UCU)D_tRNA	IV
tR(UCU)M1	tR(UCU)M1_tRNA			XIII	tR(UCU)M2		tR(UCU)M2_tRNA	XIII
tR(UCU)M1	tR(UCU)M1_tRNA			XIII	tR(UCU)B		tR(UCU)B_tRNA	II
