HGNC_ID	FUSIL	pLI_gnomAD	oe_lof	oe_lof_lower	oe_lof_upper	oe_mis	oe_mis_lower	oe_mis_upper	oe_syn	oe_syn_lower	oe_syn_upper	shet	RVIS	DDD_HI_percentage
HGNC:19410	VN	0.98	0.0968	0.039	0.305	0.703	0.629	0.787	1.01	0.875	1.17	0.079444696	-0.796301444	6.07
HGNC:19423	VP	0.0306	0.35	0.182	0.735	0.594	0.499	0.71	0.844	0.659	1.09	0.033619049	-0.290987434	22.39
HGNC:19429	VN	0.676	0.19	0.092	0.434	0.756	0.677	0.844	1.09	0.942	1.25	0.054297336	-1.280799543	16.9
HGNC:19437	VP	0.000123	0.61	0.357	1.1	0.756	0.652	0.878	1.06	0.857	1.33	0.027302298	0.395416365	24.13
HGNC:19439	VP	0.00138	0.562	0.307	1.11	1.03	0.922	1.16	1.18	1	1.39	0.008470362	0.139909084	85.61
HGNC:195	SV	0.999	0.119	0.061	0.25	0.67	0.609	0.737	0.999	0.881	1.13	0.08819831	-0.89665461	20.86
HGNC:1953	VP	0.973	0	0	0.27	0.565	0.499	0.64	1.06	0.924	1.21	0.304313192	-0.843093267	24.46
HGNC:1955	DL	3.03e-08	0.68	0.454	1.05	0.862	0.776	0.957	0.992	0.85	1.16	0.007659448	-0.337680468	22.86
HGNC:1960	VP	0.00151	0.412	0.241	0.744	0.708	0.623	0.806	0.853	0.714	1.02	-	0.063443913	40.52
HGNC:1962	SV	0.000774	0.454	0.265	0.818	0.669	0.598	0.749	1.03	0.9	1.18	0.108195456	-0.848797216	32.79
HGNC:19678	DL	0.00516	0.353	0.206	0.636	0.569	0.481	0.674	0.994	0.805	1.23	0.071439669	-0.101606403	5.6
HGNC:19679	SV	1	0.0412	0.016	0.13	0.665	0.607	0.728	0.968	0.858	1.09	0.129038335	-0.574562469	27.81
HGNC:1968	VP	0.559	0.224	0.174	0.291	0.888	0.853	0.924	0.985	0.925	1.05	0.045754063	-1.392091735	53.08
HGNC:19680	VP	1.03e-08	1.65	0.947	1.95	0.97	0.862	1.09	0.939	0.789	1.12	0.001038419	0.792454763	55.68
HGNC:19681	VN	1.1e-05	0.748	0.45	1.31	0.924	0.807	1.06	1.09	0.893	1.33	0.004373721	1.157161843	58.05
HGNC:19688	SV	0.731	0.184	0.089	0.42	0.798	0.718	0.887	1.01	0.877	1.16	0.01466164	-0.131190366	48.21
HGNC:19691	DL	2.47e-05	0.508	0.319	0.841	0.966	0.862	1.08	1.09	0.926	1.3	0.00771411	-0.045280694	39.61
HGNC:19693	CL	1.56e-06	0.823	0.507	1.39	0.93	0.815	1.06	1.15	0.968	1.38	0.006442298	0.413685546	81.6
HGNC:19697	VP	3.05e-16	1.47	1.02	1.91	1.26	1.16	1.37	1.29	1.15	1.45	0.002854202	1.201375862	65.65
HGNC:19698	VP	1.39e-26	1.86	1.34	1.97	1.64	1.54	1.76	1.53	1.38	1.7	0.003103229	0.703258875	44.67
HGNC:19702	DL	-	-	-	-	-	-	-	-	-	-	-	-	-
HGNC:19703	VP	0.043	0.281	0.164	0.507	0.744	0.662	0.836	0.846	0.715	1.01	0.015837781	0.136076468	38.83
HGNC:19706	VP	1.89e-28	0.864	0.683	1.1	0.995	0.933	1.06	0.973	0.878	1.08	0.006786103	2.477810473	67.68
HGNC:19710	VP	1.87e-06	0.551	0.358	0.876	0.765	0.698	0.839	0.918	0.811	1.04	0.01346635	-0.448724612	65.76
HGNC:19714	VP	0.965	0.17	0.096	0.319	0.845	0.78	0.916	0.997	0.886	1.12	0.062293829	-0.518238538	40.86
HGNC:19715	CL	0.00134	0.281	0.195	0.413	0.897	0.838	0.959	0.981	0.883	1.09	0.006506185	0.954704545	24.58
HGNC:19721	SV	1.87e-06	0.805	0.496	1.36	0.908	0.816	1.01	0.906	0.778	1.06	0.010345319	0.091250377	65.38
HGNC:19742	CL	9.77e-09	0.918	0.596	1.46	0.906	0.805	1.02	0.997	0.832	1.2	0.002745811	0.090091321	27.31
HGNC:19748	VP	1.06e-08	1.04	0.667	1.66	0.975	0.87	1.09	0.95	0.798	1.14	0.002364966	0.030381158	71.55
HGNC:19753	VP	0.000108	1.56	0.722	1.94	1.09	0.913	1.31	0.935	0.702	1.26	0.002426779	-0.014536728	94.94
HGNC:19761	VN	0.000947	0.324	0.21	0.514	0.728	0.653	0.812	1.08	0.927	1.25	0.033111443	-0.692471868	27.94
HGNC:19767	VN	2.03e-14	0.877	0.63	1.24	0.901	0.817	0.993	1.02	0.883	1.18	-	0.211829911	31.55
HGNC:1980	VP	3.71e-23	0.933	0.714	1.23	0.977	0.917	1.04	0.953	0.86	1.06	0.003607698	-0.391877001	31.04
HGNC:1983	CL	8.33e-07	0.436	0.297	0.654	0.959	0.88	1.05	1.14	0.997	1.3	0.034414237	-0.728923525	14.84
HGNC:19833	VP	0.994	0.0507	0.017	0.24	0.839	0.753	0.936	1.16	1	1.34	0.168211394	-0.884535483	25.99
HGNC:19839	VP	0.022	0.29	0.174	0.506	0.95	0.869	1.04	0.928	0.802	1.08	0.022503447	-0.127357255	15.67
HGNC:1984	VP	0.00306	0.585	0.305	1.23	0.824	0.72	0.945	0.894	0.729	1.1	0.007529661	0.18170579	27.72
HGNC:19846	VP	1.89e-07	0.57	0.381	0.878	1.01	0.932	1.1	1.11	0.983	1.26	0.014765236	0.956096863	78.91
HGNC:1985	SV	0.999	0.188	0.134	0.266	0.682	0.643	0.723	0.922	0.851	0.998	0.052265366	-2.699341707	9.65
HGNC:19861	VN	2.83e-25	0.83	0.649	1.07	0.99	0.923	1.06	1.05	0.952	1.16	0.003521604	1.921133506	73.42
HGNC:19864	VP	1.17e-06	0.524	0.345	0.819	0.944	0.848	1.05	0.967	0.822	1.14	0.019830412	0.04294752	27.73
HGNC:19866	SV	1	0	0	0.079	0.458	0.4	0.525	0.899	0.763	1.06	0.203490522	-0.299719948	5.67
HGNC:19869	VP	1	0.062	0.024	0.195	0.604	0.548	0.665	0.755	0.665	0.858	-	0.000703849	70.17
HGNC:19874	DL	8.32e-06	0.327	0.233	0.467	0.66	0.61	0.714	0.959	0.86	1.07	0.018798128	-0.957807763	13.19
HGNC:19877	VP	6.57e-06	0.532	0.34	0.862	0.96	0.868	1.06	0.975	0.836	1.14	0.015656154	0.123957229	59.91
HGNC:19891	VP	5.4e-13	0.916	0.643	1.33	0.944	0.853	1.04	0.917	0.783	1.08	0.001313635	1.118389302	69.48
HGNC:19893	VP	2.46e-14	0.6	0.448	0.814	0.959	0.891	1.03	1.04	0.935	1.15	0.020344183	-0.352387195	82.17
HGNC:19895	VP	1.1e-09	0.682	0.47	1.01	1.04	0.949	1.14	1.04	0.902	1.21	0.004680895	0.147575328	80.9
HGNC:19904	CL	1	0.0288	0.011	0.091	0.915	0.871	0.96	1.11	1.04	1.19	0.299868728	-0.077544072	53.21
HGNC:1991	VP	0.593	0.191	0.086	0.493	0.537	0.463	0.625	1.06	0.908	1.25	-	0.193113139	42.26
HGNC:19916	VN	1.1e-17	0.675	0.515	0.895	0.918	0.861	0.979	1	0.905	1.11	0.003712552	0.038234145	65.85
HGNC:19919	VN	9.87e-06	0.652	0.401	1.11	1.09	0.962	1.24	0.893	0.716	1.12	0.002735244	0.390870622	64.35
HGNC:19956	VP	0.664	0.165	0.066	0.519	0.893	0.785	1.02	1.02	0.853	1.23	0.02415198	0.346756053	37.17
HGNC:19957	VP	0.834	0.204	0.13	0.331	0.825	0.774	0.879	0.991	0.909	1.08	0.051446259	-0.795358872	73.01
HGNC:19967	VP	4.86e-08	0.333	0.249	0.449	0.919	0.873	0.966	1.01	0.939	1.08	0.018039932	1.793009877	61.96
HGNC:19973	VP	5.91e-11	0.715	0.502	1.04	0.898	0.823	0.98	1.04	0.929	1.18	-	0.831669194	76.91
HGNC:19982	VP	1.15e-06	1.32	0.752	1.9	0.919	0.794	1.07	1.08	0.874	1.34	0.000588474	0.710285086	60.47
HGNC:19983	VP	0.56	0.151	0.053	0.718	0.664	0.554	0.799	0.963	0.773	1.21	0.044395288	-0.06016608	55.05
HGNC:19987	VP	4.93e-25	0.971	0.748	1.27	0.892	0.828	0.96	1.01	0.909	1.12	0.005652443	1.830530118	48.48
HGNC:19988	CL	0.962	0.197	0.131	0.303	0.883	0.828	0.942	0.988	0.891	1.1	-	-1.334307652	43.53
HGNC:19990	CL	0.000731	0.304	0.204	0.461	0.633	0.57	0.702	0.978	0.85	1.13	0.017100281	-1.262526629	20.91
HGNC:19995	VP	0.0352	0.386	0.189	0.884	0.813	0.715	0.926	1.04	0.874	1.24	0.03404019	-0.164701482	29.15
HGNC:19998	VP	1	0.0406	0.016	0.128	0.276	0.241	0.317	1.01	0.903	1.12	0.124106544	-0.787923021	28.97
HGNC:20001	VP	1.89e-17	0.983	0.719	1.36	0.941	0.868	1.02	0.892	0.786	1.01	0.00249816	1.958255173	73.06
HGNC:20039	SV	-	-	-	-	-	-	-	-	-	-	-	-	40.61
HGNC:20041	VP	1.36e-06	0.516	0.34	0.807	0.897	0.825	0.974	1.03	0.914	1.16	0.009072471	-0.457012254	80.5
HGNC:20043	CL	5.82e-21	0.577	0.455	0.738	0.979	0.922	1.04	1.04	0.944	1.14	0.010131621	0.224242857	39.04
HGNC:20063	CL	1	0.0905	0.046	0.19	0.686	0.627	0.75	0.888	0.779	1.01	0.119970458	-0.649068987	21.91
HGNC:20064	VP	1.35e-14	0.764	0.559	1.06	0.901	0.824	0.984	0.92	0.795	1.07	0.00906258	-0.163093883	37.97
HGNC:20065	VP	0.000242	0.397	0.249	0.657	0.743	0.664	0.832	0.854	0.726	1.01	0.022015781	-0.160867752	50.57
HGNC:20067	VP	4.79e-07	0.429	0.296	0.637	0.865	0.802	0.934	0.99	0.883	1.11	0.017409794	-1.672839168	30.95
HGNC:20068	VP	1	0.0423	0.016	0.133	1.16	1.09	1.22	1.24	1.14	1.35	0.084180073	1.020130228	78.6
HGNC:20069	VP	1.03e-21	0.662	0.519	0.851	0.945	0.882	1.01	0.953	0.852	1.07	0.005640957	0.624918462	67.19
HGNC:20072	VP	0.144	0.243	0.152	0.403	0.801	0.74	0.865	0.863	0.77	0.969	0.025408959	0.102750567	78.87
HGNC:20073	SV	1	0.0602	0.024	0.189	0.635	0.56	0.719	0.803	0.676	0.957	0.381849247	-0.225926858	21
HGNC:20079	DL	2.21e-17	1.38	0.977	1.86	0.908	0.798	1.03	0.965	0.792	1.18	0.001213128	0.272608045	49.66
HGNC:20080	VP	8.27e-16	0.742	0.551	1.01	0.897	0.822	0.979	0.851	0.733	0.99	-	1.536428336	45.27
HGNC:20082	CL	4.49e-11	0.678	0.48	0.976	1.19	1.1	1.29	1.51	1.36	1.69	-	1.031763716	82.1
HGNC:20084	CL	3.29e-09	0.476	0.339	0.679	0.912	0.849	0.979	0.981	0.881	1.09	0.013042444	0.717693781	57.18
HGNC:20085	CL	1.6e-08	0.595	0.406	0.893	0.896	0.815	0.985	0.967	0.835	1.12	0.003638208	-0.080213495	44.62
HGNC:20096	VP	0.679	0	0	0.82	0.512	0.414	0.637	0.618	0.474	0.813	-	-	72.35
HGNC:20115	VP	9.04e-15	1.16	0.812	1.67	0.924	0.825	1.04	1.13	0.969	1.32	0.002937827	0.300770018	62.27
HGNC:20127	CL	0.0161	0.354	0.193	0.699	1.04	0.935	1.15	1.06	0.914	1.24	-	-	88.65
HGNC:2013	VP	6.78e-05	0.823	0.467	1.52	0.54	0.428	0.687	0.761	0.55	1.07	0.005030858	-0.168181126	11.68
HGNC:20141	VP	4.6e-05	0.884	0.501	1.62	1.01	0.874	1.17	0.968	0.77	1.23	0.008698672	0.053551498	82.6
HGNC:20146	VN	0.000683	0.654	0.357	1.29	0.946	0.815	1.1	1.46	1.22	1.76	0.00419286	-0.078791781	46.06
HGNC:20150	VP	0.00635	0.415	0.226	0.819	0.705	0.592	0.841	0.894	0.699	1.15	0.008485112	-0.068899192	33.14
HGNC:20161	DL	0.964	0.143	0.07	0.328	0.621	0.554	0.696	0.998	0.861	1.16	0.058645205	-0.437317214	22.69
HGNC:20164	VP	0.0169	0.326	0.184	0.612	0.833	0.75	0.925	1.14	0.989	1.32	0.04905288	0.212185507	28.1
HGNC:20185	VP	3.02e-19	0.845	0.637	1.14	1.1	1.01	1.2	1.09	0.953	1.26	0.006392393	0.349522013	26.11
HGNC:20186	CL	2.38e-15	0.579	0.438	0.775	0.974	0.911	1.04	1	0.905	1.11	0.003513219	0.458806115	69.92
HGNC:20188	DL	7.19e-09	0.699	0.473	1.06	1.01	0.936	1.09	1.1	0.987	1.23	0.011312101	1.08764332	67.73
HGNC:20190	CL	1.84e-12	0.559	0.411	0.771	1.02	0.951	1.09	0.864	0.76	0.985	0.011684824	-0.224230833	71.27
HGNC:20194	CL	1.12e-09	0.877	0.586	1.35	1.26	1.14	1.4	1.23	1.03	1.47	0.017783422	-0.111049973	13.09
HGNC:202	DL	-	-	-	-	-	-	-	-	-	-	-	-	16.74
HGNC:20210	VN	0.00228	0.341	0.21	0.579	0.818	0.733	0.913	1.1	0.941	1.29	0.037320717	-0.925978103	28.84
HGNC:20222	VP	2.09e-06	0.544	0.353	0.865	0.909	0.827	0.999	0.906	0.785	1.05	0.003787742	1.455755051	67.04
HGNC:20225	VP	0.983	0.117	0.052	0.303	0.458	0.393	0.534	0.891	0.756	1.05	0.176510203	-0.282608935	56.28
HGNC:20231	DL	0.0194	0.305	0.178	0.55	0.812	0.717	0.922	0.803	0.648	1	0.022265087	0.554764647	16.05
HGNC:20233	DL	3.88e-15	0.944	0.679	1.34	0.862	0.772	0.962	0.821	0.69	0.98	0.006696195	0.832025264	42.22
HGNC:20234	VP	0.998	0.074	0.029	0.233	0.721	0.638	0.816	1.06	0.904	1.25	0.135451426	-0.154808896	20.71
HGNC:20239	VP	0.885	0.0882	0.03	0.419	0.658	0.555	0.783	1.08	0.874	1.34	0.09649235	-0.241168777	41.83
HGNC:20247	CL	0.998	0.0454	0.015	0.215	0.718	0.647	0.796	1.28	1.14	1.45	0.369900266	-0.90770634	29.04
HGNC:20258	VP	0.00508	0.307	0.192	0.508	0.762	0.688	0.845	1.04	0.894	1.21	0.034433154	0.204967041	18.66
HGNC:20264	VP	0.424	0.192	0.067	0.908	0.918	0.804	1.05	1.05	0.871	1.26	0.018425441	0.010596301	47.25
HGNC:20265	SV	0.156	0.274	0.134	0.627	0.729	0.644	0.826	1.02	0.871	1.2	0.028298331	-0.308807122	57.75
HGNC:20270	VN	0.00646	0.629	0.308	1.42	0.839	0.683	1.04	1.17	0.878	1.56	0.003948057	0.234911108	24.02
HGNC:20271	DL	2.41e-08	0.694	0.463	1.07	1.01	0.893	1.13	1.05	0.859	1.3	0.002978123	0.551733987	5.46
HGNC:20278	DL	1e-05	0.568	0.357	0.94	0.922	0.809	1.05	0.84	0.67	1.06	0.010839427	0.153187451	23.47
HGNC:20284	VP	1	0.0889	0.05	0.167	0.737	0.693	0.782	0.989	0.911	1.07	0.173549519	-2.409345575	27.41
HGNC:20286	DL	1.61e-11	0.823	0.573	1.21	0.849	0.76	0.95	0.844	0.702	1.02	0.001912969	-0.10953521	23.43
HGNC:20290	VP	5.78e-05	0.586	0.352	1.02	0.859	0.751	0.985	0.876	0.707	1.09	0.013154945	-0.331267223	24.66
HGNC:20297	VP	0.966	0.104	0.041	0.327	0.927	0.847	1.02	1.19	1.05	1.34	0.187707765	-1.314224118	10.14
HGNC:20310	VP	3.31e-12	1.07	0.734	1.6	1.08	0.968	1.2	1.12	0.949	1.32	0.005275075	0.859030036	79.63
HGNC:20313	VP	8.61e-101	0.9	0.792	1.02	1.02	0.981	1.06	1.01	0.946	1.07	-	5.004982888	38.17
HGNC:20318	SV	0.0116	0.322	0.188	0.58	0.863	0.771	0.967	0.8	0.665	0.965	0.009956348	0.004537041	20.73
HGNC:2032	DL	0.00119	0.58	0.317	1.14	0.983	0.848	1.14	1.02	0.815	1.3	0.024429308	-0.001970167	9.96
HGNC:20323	VP	0.00287	0.353	0.212	0.615	0.881	0.793	0.978	0.989	0.85	1.15	0.016393111	-0.156678887	55.41
HGNC:20325	VP	1.51e-10	1.38	0.885	1.9	1.15	0.968	1.37	1.36	1.04	1.77	0.001866895	0.018170474	41.55
HGNC:20327	SV	1	0.0354	0.013	0.112	0.678	0.62	0.74	1.03	0.915	1.17	0.09901583	-1.154858642	12.12
HGNC:20331	DL	1.1e-09	0.482	0.346	0.683	0.779	0.717	0.845	1.15	1.04	1.27	0.019419393	-1.051385293	55.88
HGNC:20332	VP	9.38e-07	0.594	0.386	0.945	1.08	0.977	1.2	1.34	1.15	1.55	0.017304546	0.414843824	76.61
HGNC:20338	VP	0.97	0.168	0.095	0.316	0.661	0.592	0.737	0.786	0.664	0.934	0.046733188	-0.273425594	13.47
HGNC:20352	VP	5.77e-11	1.27	0.834	1.84	1.39	1.22	1.58	1.39	1.14	1.71	0.00276542	0.386682093	33.76
HGNC:20357	VN	0.000217	0.664	0.376	1.25	1.1	0.931	1.3	0.779	0.563	1.1	0.006315496	0.411370095	37.44
HGNC:20361	DL	0.653	0	0	0.888	0.871	0.662	1.16	1.27	0.902	1.77	0.152014754	0.182419325	40
HGNC:20364	VN	1.7e-07	0.436	0.303	0.64	0.944	0.886	1.01	0.929	0.842	1.03	0.011772554	2.028869198	64.65
HGNC:20369	VN	0.00434	0.715	0.35	1.57	0.719	0.573	0.908	0.789	0.571	1.11	0.011032118	0.142493108	41.47
HGNC:2037	VP	0.0255	0.362	0.188	0.761	1	0.884	1.14	1.19	0.988	1.43	0.015769662	-0.003840579	61.68
HGNC:20370	VP	8.01e-06	0.946	0.553	1.65	0.89	0.745	1.07	1.04	0.817	1.33	0.003044673	0.787469008	91.82
HGNC:20376	SV	2.63e-08	0.688	0.46	1.06	1.08	0.969	1.2	1.09	0.922	1.29	0.015055458	-0.125131306	29.81
HGNC:2039	VP	0.00018	0.688	0.39	1.29	0.849	0.737	0.981	0.923	0.75	1.14	0.017864435	-0.013733023	47.3
HGNC:2040	VP	0.0297	0.404	0.198	0.924	0.778	0.665	0.914	0.76	0.603	0.964	0.032429276	0.550934639	48.37
HGNC:20418	SV	1	0.0885	0.049	0.166	0.531	0.489	0.577	0.992	0.894	1.1	0.132224576	-1.514613552	24.83
HGNC:20434	VN	1.69e-12	1.29	0.866	1.84	0.973	0.858	1.11	0.94	0.775	1.15	0.001597472	0.058899292	80.87
HGNC:20440	VP	2.4e-05	0.796	0.466	1.43	1.3	1.14	1.49	1.07	0.846	1.37	0.004124115	0.416716069	52.51
HGNC:20444	DL	1	0.0438	0.017	0.138	0.888	0.834	0.945	1.03	0.938	1.13	0.237216741	-2.473999047	8.24
HGNC:20445	DL	1	0.0652	0.026	0.205	1.08	1.01	1.16	0.978	0.878	1.09	0.043028974	0.130559142	33.61
HGNC:20454	CL	0.999	0.125	0.068	0.248	0.661	0.609	0.716	1.03	0.923	1.14	0.044533259	-0.504516407	27.77
HGNC:20457	VP	0.94	0.113	0.045	0.356	0.7	0.604	0.813	1.1	0.915	1.32	0.232224517	-0.228601346	33.35
HGNC:20460	VP	1.21e-09	0.97	0.639	1.51	0.99	0.885	1.11	1.01	0.848	1.21	-	2.469485724	73.32
HGNC:20461	SV	3.83e-06	0.567	0.362	0.918	0.895	0.792	1.01	0.917	0.746	1.14	0.01515247	0.492022881	29.65
HGNC:20465	CL	9.64e-06	0.332	0.235	0.479	0.858	0.796	0.926	0.959	0.849	1.08	0.051197406	-0.799246204	11.07
HGNC:20466	CL	1.35e-05	0.328	0.231	0.472	0.728	0.67	0.791	1.05	0.936	1.19	0.041839702	-1.206558745	21.54
HGNC:20472	SV	0.0104	0.543	0.266	1.24	0.678	0.537	0.863	0.859	0.612	1.23	0.29853956	0.051233568	8.95
HGNC:20473	VP	-	-	-	-	-	-	-	-	-	-	-	-	17.47
HGNC:20478	VP	0.00282	0.828	0.402	1.71	1.21	0.973	1.51	1.05	0.714	1.56	0.003202995	0.331875125	99.56
HGNC:20480	VP	1.08e-15	0.884	0.643	1.24	0.922	0.84	1.01	0.989	0.856	1.15	-	0.651819655	90.19
HGNC:20485	VP	-	-	-	-	-	-	-	-	-	-	-	-	28.49
HGNC:20493	VP	0.104	0.258	0.15	0.466	0.765	0.69	0.848	1.08	0.941	1.25	0.027382877	-0.645681956	35.8
HGNC:20502	VP	1.15e-10	0.791	0.546	1.17	0.952	0.866	1.05	0.941	0.821	1.08	0.001831845	0.424024603	58.2
HGNC:20509	VP	0.854	0.193	0.112	0.348	0.782	0.713	0.859	1.17	1.03	1.34	0.147911176	-0.934268573	17.95
HGNC:20561	SV	4.65e-15	0.692	0.514	0.943	0.831	0.77	0.896	1.02	0.919	1.14	0.015538603	0.65378888	52.34
HGNC:20565	VP	1.53e-21	0.627	0.493	0.804	0.948	0.901	0.997	1	0.925	1.08	0.004647163	2.138649368	88.74
HGNC:20567	DL	3.99e-07	0.832	0.523	1.38	0.912	0.778	1.07	0.723	0.538	0.986	0.003332647	0.365739867	56.68
HGNC:20573	VP	2.63e-05	0.66	0.397	1.15	0.907	0.809	1.02	0.908	0.762	1.09	0.007135915	0.655560914	51.75
HGNC:20576	VP	7.54e-17	0.987	0.718	1.38	0.941	0.841	1.05	0.966	0.805	1.17	0.003380074	0.547188449	35.4
HGNC:20580	VN	5.26e-10	0.776	0.53	1.17	0.899	0.809	0.999	1.05	0.9	1.24	0.007131169	-0.246422133	20.4
HGNC:20584	DL	1.89e-05	0.596	0.367	1.01	0.747	0.65	0.86	1.05	0.869	1.27	0.005477894	-0.285637904	21.17
HGNC:20597	CL	0.505	0.166	0.058	0.786	0.719	0.541	0.965	0.777	0.497	1.26	0.048011974	-0.208106974	42.89
HGNC:20601	VP	3.1e-06	0.478	0.315	0.747	0.834	0.753	0.923	0.973	0.843	1.13	0.009764827	-0.977314574	61.58
HGNC:20603	CL	0.275	0.239	0.124	0.502	0.774	0.678	0.886	0.859	0.701	1.06	0.07884709	-0.180297737	5.63
HGNC:20604	CL	2.96e-22	0.798	0.617	1.04	0.906	0.838	0.979	1.02	0.905	1.16	0.007787119	0.33473166	20.82
HGNC:20606	DL	4.17e-11	0.523	0.38	0.73	0.941	0.865	1.02	0.88	0.758	1.02	0.008732911	0.299703643	13.3
HGNC:20611	VP	3.92e-09	0.733	0.496	1.11	0.936	0.844	1.04	0.995	0.845	1.17	0.002716767	0.021292239	34.66
HGNC:20628	CL	0.00349	0.277	0.189	0.416	0.808	0.744	0.877	0.953	0.839	1.08	0.049328874	-0.703434969	24.82
HGNC:20649	VP	2.56e-11	0.702	0.497	1.01	0.727	0.658	0.804	0.955	0.82	1.12	0.008740365	-0.419046711	79.96
HGNC:20653	VP	8.59e-11	0.648	0.459	0.933	1.02	0.939	1.12	1.14	1	1.31	0.009417384	-0.576434405	7.03
HGNC:20660	VP	0.0793	0.318	0.156	0.727	0.807	0.698	0.935	1.12	0.926	1.35	0.04575438	0.1189655	43.52
HGNC:20663	VP	0.117	0.266	0.145	0.526	0.734	0.657	0.821	0.944	0.814	1.1	0.119932821	-1.342389301	30.61
HGNC:20665	VP	0.0572	0.343	0.168	0.785	0.791	0.672	0.935	0.983	0.786	1.24	0.044610831	-0.292501842	12.94
HGNC:2067	VP	0.00625	0.416	0.227	0.821	0.842	0.739	0.96	0.985	0.815	1.2	0.011089102	-0.292856086	17.05
HGNC:20670	SV	0.565	0	0	1.16	0.36	0.271	0.484	0.568	0.408	0.805	-	-	6.73
HGNC:20673	VP	-	-	-	-	-	-	-	-	-	-	-	-	-
HGNC:2068	VP	6.04e-07	0.511	0.341	0.787	0.916	0.83	1.01	1.09	0.931	1.29	0.025752826	-1.200938355	21.3
HGNC:20681	VP	3.99e-30	0.522	0.431	0.635	0.833	0.791	0.877	0.875	0.805	0.952	-	-0.508629547	27.01
HGNC:20685	VP	5.3e-15	0.651	0.486	0.883	0.88	0.811	0.953	0.992	0.885	1.11	0.006221016	0.733994872	71.17
HGNC:20721	SV	0.547	0.213	0.12	0.4	0.755	0.703	0.81	1.11	1.02	1.21	0.184369562	-0.364512993	81.01
HGNC:20728	VP	1.86e-10	0.714	0.497	1.05	0.743	0.671	0.823	1.06	0.93	1.22	0.014262451	-1.258337375	26.55
HGNC:20731	VP	0.00152	0.412	0.241	0.744	0.566	0.485	0.663	0.904	0.733	1.12	0.050649043	-0.267012416	32.89
HGNC:20748	VP	8.08e-23	1.19	0.89	1.6	1.25	1.13	1.39	1.09	0.899	1.32	0.00775168	0.416002476	9.14
HGNC:20759	DL	0.0147	0.284	0.178	0.47	0.812	0.745	0.885	0.842	0.735	0.966	0.035525877	-0.338392245	48.17
HGNC:20763	DL	0.987	0.175	0.107	0.297	0.729	0.678	0.784	0.922	0.835	1.02	0.074255881	-1.39402489	40.16
HGNC:20764	DL	0.0675	0.382	0.173	0.988	0.954	0.846	1.08	0.837	0.697	1.01	0.006569839	0.362709186	54.27
HGNC:2077	VP	0.000379	0.598	0.339	1.12	0.992	0.876	1.12	1.42	1.21	1.67	0.045096836	-0.092069006	41.58
HGNC:20776	VN	0.000176	0.574	0.336	1.04	0.587	0.517	0.667	0.976	0.844	1.13	0.012514002	-0.697821012	59.56
HGNC:20785	VP	1.29e-08	0.666	0.45	1.01	0.883	0.794	0.982	0.806	0.679	0.961	0.002669057	1.306634203	20.41
HGNC:20788	VP	0.00233	0.314	0.2	0.509	0.77	0.71	0.835	0.934	0.834	1.05	0.016813386	0.339274857	50.82
HGNC:20789	VN	0.00134	0.383	0.23	0.669	0.863	0.775	0.961	0.948	0.806	1.12	0.006242695	0.907692772	64.87
HGNC:20797	VP	0.0123	0.421	0.219	0.885	0.855	0.743	0.984	1.13	0.937	1.37	0.027434477	0.13037281	56.32
HGNC:20800	DL	0.000385	0.446	0.268	0.779	0.982	0.87	1.11	1.24	1.05	1.47	0.010047064	-0.538114945	22.91
HGNC:20818	VP	3.17e-09	0.899	0.592	1.4	1.08	0.989	1.17	1.16	1.02	1.31	0.00503796	1.110460078	61.13
HGNC:20819	VP	7.48e-05	0.564	0.339	0.983	1.03	0.924	1.15	0.89	0.737	1.08	0.004019542	0.636934199	78.2
HGNC:20820	VP	3e-10	0.493	0.356	0.694	0.938	0.864	1.02	0.946	0.837	1.07	0.010284937	1.095672116	77.23
HGNC:20821	VP	2.07e-43	0.758	0.632	0.911	1.01	0.954	1.07	0.963	0.873	1.06	0.008351815	0.659393808	25.57
HGNC:20823	VP	1	0.0782	0.038	0.179	0.818	0.747	0.896	0.993	0.867	1.14	0.245413252	0.167360344	4.84
HGNC:20824	VP	0.981	0	0	0.249	0.526	0.459	0.602	0.858	0.732	1.01	0.299406932	-0.653351105	29.08
HGNC:2084	VP	0.883	0.0885	0.03	0.42	0.553	0.466	0.658	1.05	0.867	1.28	0.070435334	-0.357917395	37.05
HGNC:2085	DL	0.0629	0.538	0.217	1.57	0.783	0.624	0.989	0.877	0.63	1.24	0.004315809	0.58400156	71.68
HGNC:20851	VP	0.924	0.173	0.094	0.342	0.621	0.547	0.704	0.929	0.78	1.11	-	-0.211490392	11.89
HGNC:20852	CL	2.58e-05	0.426	0.276	0.677	0.668	0.613	0.728	1.26	1.15	1.38	0.020832859	-0.895855646	61.8
HGNC:20856	CL	0.822	0.1	0.035	0.475	0.645	0.534	0.783	0.881	0.681	1.15	0.283740514	-0.159802845	36.44
HGNC:20858	SV	0.179	0.257	0.133	0.541	0.677	0.601	0.763	0.926	0.796	1.08	0.026661458	-0.176463878	69.91
HGNC:20862	DL	0.669	0.181	0.081	0.468	0.765	0.677	0.866	0.817	0.678	0.988	0.093911043	-0.556386811	56.81
HGNC:20869	DL	0.888	0.0875	0.03	0.415	0.802	0.712	0.904	1.07	0.913	1.27	0.106809006	-0.381440162	11.02
